Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
3192,1,1,2,,1.0,1.0,,1,1,38,4.0,5.0,116.4,0,0,0,1,1,0,21,0.0,0,,10,3.0,,,,5.0,9.0,3,11.0,0,15.5,2.8,-4.06,Enrolled,Barcelona,,Part-Time,Commerce,
1431,1,1,5,9853.0,1.0,1.0,,1,1,12,4.0,9.0,113.2,1,0,0,1,0,0,20,0.0,0,6.0,12,4.0,12.0,,0.0,6.0,11.0,1,10.0,0,10.8,1.4,1.74,Dropout,Venice,,Online,Medicine,
925,1,39,1,9500.0,1.0,1.0,,1,37,37,9.0,7.0,133.0,1,0,0,1,0,1,26,0.0,0,7.0,7,6.0,13.7,,0.0,7.0,7.0,6,13.7,0,7.6,2.6,0.32,Graduate,Venice,,Evening Classes,Science,
3351,2,44,1,9003.0,1.0,39.0,,1,37,37,4.0,7.0,140.0,0,0,0,1,1,0,37,0.0,0,6.0,17,1.0,12.0,,0.0,6.0,23.0,2,10.5,1,16.2,0.3,-0.92,Dropout,Milan,,Evening Classes,Arts,
547,1,1,1,9670.0,1.0,1.0,133.1,1,38,19,5.0,6.0,138.0,0,0,1,1,1,0,22,0.0,0,6.0,8,6.0,12.625,0.0,0.0,6.0,11.0,2,14.5,0,11.1,0.6,2.02,Enrolled,Brussels,Middle Child,Full-Time,Commerce,No Special Needs
1880,2,44,1,9119.0,1.0,39.0,,1,37,37,9.0,9.0,160.0,0,0,1,1,1,0,41,0.0,3,7.0,15,5.0,14.333333333333334,,1.0,6.0,16.0,6,14.636363636363637,0,12.4,0.5,1.79,Enrolled,Athens,,Evening Classes,Engineering,
3384,1,1,1,9085.0,1.0,1.0,,1,37,37,9.0,9.0,122.8,1,0,0,1,0,0,19,0.0,0,5.0,10,2.0,14.5,,0.0,5.0,9.0,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,London,,Full-Time,Medicine,
1566,1,17,5,9500.0,1.0,1.0,144.0,1,19,38,9.0,5.0,130.7,1,0,0,1,0,1,18,0.0,0,7.0,8,7.0,14.85,0.0,0.0,8.0,9.0,8,15.61111111111111,0,13.9,-0.3,0.79,Graduate,Oslo,Middle Child,Part-Time,Commerce,No Special Needs
1592,1,1,4,9147.0,1.0,1.0,,1,19,38,5.0,5.0,122.8,1,0,0,1,1,0,18,0.0,0,5.0,6,4.0,11.5,,0.0,5.0,12.0,2,10.333333333333334,0,10.8,1.4,1.74,Enrolled,Prague,,Online,Arts,
1740,1,18,1,9130.0,1.0,1.0,146.0,1,3,3,5.0,2.0,137.8,0,0,0,1,1,0,18,0.0,0,6.0,11,5.0,13.6,0.0,0.0,6.0,13.0,3,12.666666666666666,0,13.9,-0.3,0.79,Dropout,Edinburgh,First Child,Online,Commerce,Special Needs
2483,1,53,1,9003.0,1.0,42.0,,1,1,38,9.0,6.0,128.5,0,0,0,1,1,0,21,0.0,7,12.0,20,10.0,12.7,,5.0,12.0,14.0,11,12.181818181818182,0,8.9,1.4,3.51,Graduate,Brussels,,Evening Classes,Engineering,
1872,1,51,1,9500.0,1.0,1.0,170.0,1,1,1,4.0,10.0,125.0,0,0,0,1,1,0,20,0.0,0,7.0,7,7.0,15.66,0.0,7.0,10.0,11.0,9,15.011111111111113,0,11.1,0.6,2.02,Graduate,Amsterdam,First Child,Full-Time,Science,Special Needs
3189,1,1,1,171.0,1.0,1.0,,1,37,37,3.0,5.0,110.0,0,0,0,1,1,0,19,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Munich,,Online,Engineering,
4098,1,17,2,9556.0,1.0,1.0,,1,37,37,5.0,5.0,111.3,1,0,0,1,0,0,32,0.0,0,7.0,7,0.0,0.0,,0.0,8.0,8.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Copenhagen,,Full-Time,Science,
611,2,1,1,8014.0,0.0,1.0,150.0,1,1,37,4.0,7.0,139.9,1,0,0,1,0,0,24,0.0,0,6.0,9,5.0,13.0,0.0,0.0,6.0,6.0,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,Saint Petersburg,First Child,Online,Commerce,Special Needs
1336,1,39,1,9500.0,1.0,1.0,133.1,1,1,38,3.0,7.0,121.7,0,0,0,1,0,1,27,0.0,0,7.0,8,6.0,12.6,0.0,0.0,7.0,9.0,6,11.685714285714283,0,12.4,0.5,1.79,Enrolled,Brussels,First Child,Online,Commerce,No Special Needs
2634,1,1,1,9670.0,1.0,1.0,,1,1,19,7.0,5.0,129.9,1,0,0,1,1,0,20,0.0,0,6.0,10,6.0,12.714285714285714,,0.0,6.0,8.0,4,13.0,0,12.4,0.5,1.79,Enrolled,,,Evening Classes,Science,
640,2,39,1,9670.0,1.0,1.0,130.0,1,37,37,9.0,0.0,158.0,0,0,1,0,0,0,34,0.0,0,6.0,7,4.0,13.5,0.0,0.0,6.0,6.0,0,0.0,6,12.7,3.7,-1.7,Dropout,Budapest,Youngest Child,Full-Time,Science,No Special Needs
930,1,1,5,9147.0,1.0,1.0,,1,37,38,7.0,7.0,122.2,1,0,0,1,0,0,18,0.0,0,5.0,9,1.0,11.0,,0.0,5.0,9.0,2,12.5,0,7.6,2.6,0.32,Enrolled,Oslo,,Evening Classes,Medicine,
2344,1,17,1,9500.0,1.0,1.0,130.0,1,3,3,2.0,2.0,131.1,0,0,0,1,1,0,19,0.0,0,7.0,8,7.0,12.12142857142857,0.0,0.0,9.0,12.0,8,11.50625,0,12.4,0.5,1.79,Graduate,Warsaw,Youngest Child,Evening Classes,Commerce,Special Needs
3337,1,43,1,9670.0,1.0,1.0,,1,34,34,99.0,99.0,100.1,0,0,0,0,1,0,35,0.0,6,10.0,10,7.0,12.142857142857142,,4.0,9.0,9.0,4,12.25,0,7.6,2.6,0.32,Dropout,Amsterdam,,Full-Time,Commerce,
742,1,17,3,9500.0,1.0,1.0,,1,3,3,3.0,3.0,132.9,1,0,0,1,1,0,18,0.0,0,7.0,8,5.0,14.2,,0.0,7.0,9.0,6,12.4,0,12.4,0.5,1.79,Dropout,Amsterdam,,Online,Medicine,
637,1,39,1,,0.0,1.0,120.0,1,38,1,9.0,4.0,123.2,0,0,0,1,0,0,27,0.0,0,,9,3.0,,0.0,,5.0,7.0,4,11.4,0,10.8,1.4,1.74,Enrolled,Edinburgh,Middle Child,Full-Time,Arts,No Special Needs
2178,1,17,1,9500.0,1.0,1.0,,1,1,1,5.0,5.0,134.9,0,1,0,1,0,0,18,0.0,0,7.0,7,7.0,13.642857142857142,,0.0,8.0,11.0,8,14.772727272727272,0,16.2,0.3,-0.92,Graduate,Saint Petersburg,,Online,Medicine,
2772,1,1,1,9500.0,1.0,1.0,124.0,1,19,37,3.0,8.0,117.5,1,0,0,1,1,0,19,0.0,0,8.0,10,5.0,12.858,3.0,0.0,8.0,10.0,5,12.858,3,9.4,-0.8,-3.12,Enrolled,Berlin,Youngest Child,Evening Classes,Medicine,No Special Needs
4369,1,1,1,9500.0,1.0,1.0,,1,2,2,3.0,3.0,120.0,1,0,0,1,1,0,18,0.0,0,7.0,8,6.0,11.833333333333334,,0.0,7.0,8.0,6,11.833333333333334,0,7.6,2.6,0.32,Enrolled,Zurich,,Part-Time,Science,
3475,1,17,1,9085.0,1.0,1.0,131.0,1,38,38,191.0,174.0,125.4,1,0,0,1,0,0,20,0.0,0,6.0,13,6.0,15.692307692307692,0.0,0.0,6.0,13.0,5,14.428571428571429,0,15.5,2.8,-4.06,Graduate,Bucharest,First Child,Evening Classes,Medicine,No Special Needs
2437,1,1,4,9119.0,1.0,1.0,111.0,1,37,37,9.0,5.0,107.5,1,0,0,1,1,1,22,0.0,0,5.0,9,3.0,12.333333333333334,0.0,0.0,6.0,14.0,3,12.5,0,11.1,0.6,2.02,Dropout,Barcelona,Youngest Child,Full-Time,Commerce,No Special Needs
2970,1,43,2,9238.0,1.0,1.0,,1,19,19,4.0,5.0,120.6,1,0,0,1,0,0,24,0.0,6,10.0,16,10.0,12.5,,2.0,7.0,9.0,4,12.6,0,16.2,0.3,-0.92,Graduate,Athens,,Full-Time,Commerce,
1097,1,1,1,9254.0,1.0,1.0,,1,37,38,9.0,9.0,133.9,1,0,0,1,0,0,18,0.0,0,6.0,10,5.0,12.2,,0.0,6.0,8.0,4,11.25,0,9.4,-0.8,-3.12,Graduate,Barcelona,,Part-Time,Medicine,
2952,2,39,2,9670.0,1.0,1.0,,1,37,37,9.0,9.0,100.0,0,0,0,1,0,0,35,0.0,0,5.0,8,5.0,11.4,,0.0,5.0,7.0,3,12.333333333333334,0,9.4,-0.8,-3.12,Enrolled,Amsterdam,,Full-Time,Science,
48,1,44,1,8014.0,0.0,39.0,130.0,1,1,19,9.0,9.0,133.4,0,0,0,1,0,1,21,0.0,3,6.0,6,6.0,11.5,0.0,2.0,6.0,7.0,6,13.285714285714286,0,12.4,0.5,1.79,Graduate,Berlin,Middle Child,Online,Arts,Special Needs
3599,1,43,1,9147.0,1.0,1.0,,1,4,19,2.0,1.0,128.2,0,0,0,1,0,0,23,0.0,7,11.0,18,11.0,15.090909090909092,,2.0,6.0,7.0,6,14.5,0,9.4,-0.8,-3.12,Dropout,Dublin,,Online,Engineering,
3882,1,1,1,9670.0,1.0,1.0,123.0,1,37,38,9.0,9.0,113.9,1,0,1,0,0,0,18,0.0,0,6.0,7,4.0,11.25,0.0,0.0,6.0,9.0,4,10.857142857142858,0,10.8,1.4,1.74,Dropout,Barcelona,Middle Child,Online,Commerce,Special Needs
921,1,39,1,8014.0,0.0,1.0,,1,37,37,9.0,9.0,97.0,0,0,0,1,0,1,35,0.0,0,6.0,8,6.0,10.833333333333334,,0.0,6.0,7.0,6,11.5,0,10.8,1.4,1.74,Graduate,Paris,,Full-Time,Science,
4109,1,1,2,9238.0,1.0,1.0,,1,1,19,4.0,5.0,126.0,0,0,0,1,0,0,18,0.0,0,6.0,10,4.0,11.0,,0.0,6.0,8.0,5,11.2,0,10.8,1.4,1.74,Graduate,Sofia,,Full-Time,Engineering,
546,1,39,1,9119.0,1.0,40.0,120.0,1,1,1,5.0,10.0,146.8,0,0,0,1,1,0,25,0.0,2,5.0,6,5.0,14.2,0.0,1.0,5.0,5.0,2,13.5,0,16.2,0.3,-0.92,Enrolled,Paris,First Child,Evening Classes,Arts,No Special Needs
3456,1,7,1,9238.0,1.0,3.0,,1,37,37,9.0,9.0,140.0,1,0,0,1,0,0,36,0.0,10,14.0,21,13.0,13.071428571428571,,4.0,11.0,16.0,11,13.0,0,16.2,0.3,-0.92,Graduate,London,,Full-Time,Engineering,
756,1,15,1,9670.0,1.0,1.0,,41,1,1,9.0,5.0,128.2,0,0,1,0,1,0,18,1.0,0,6.0,6,4.0,11.25,,0.0,6.0,7.0,3,12.333333333333334,0,8.9,1.4,3.51,Dropout,Stockholm,,Evening Classes,Commerce,
2310,1,1,1,9238.0,1.0,1.0,160.0,1,19,38,9.0,9.0,152.0,0,0,0,1,1,1,19,0.0,0,6.0,7,6.0,13.857142857142858,0.0,0.0,6.0,6.0,6,14.0,0,13.9,-0.3,0.79,Graduate,Brussels,First Child,Part-Time,Commerce,No Special Needs
3559,1,1,1,9670.0,1.0,1.0,,1,2,1,2.0,4.0,140.7,1,0,0,1,1,0,20,0.0,0,5.0,5,5.0,12.6,,0.0,5.0,6.0,4,14.5,1,7.6,2.6,0.32,Graduate,Stockholm,,Part-Time,Arts,
1815,1,39,1,9003.0,1.0,19.0,133.1,1,19,37,1.0,1.0,140.0,0,0,1,1,1,0,24,0.0,0,6.0,10,6.0,14.88888888888889,0.0,0.0,6.0,11.0,6,13.727272727272728,0,16.2,0.3,-0.92,Enrolled,Venice,First Child,Evening Classes,Commerce,No Special Needs
2097,1,1,2,,1.0,1.0,100.0,1,38,1,7.0,7.0,99.3,1,0,0,1,0,0,21,0.0,0,,8,5.0,,0.0,,6.0,6.0,6,12.0,0,12.4,0.5,1.79,Graduate,Rome,Youngest Child,Evening Classes,Arts,No Special Needs
4223,1,17,2,9254.0,1.0,1.0,116.0,1,19,38,5.0,5.0,116.0,1,0,0,1,0,0,19,0.0,0,6.0,7,6.0,12.714285714285714,0.0,0.0,6.0,6.0,6,11.833333333333334,0,8.9,1.4,3.51,Graduate,Venice,First Child,Part-Time,Commerce,Special Needs
1642,1,17,5,9500.0,1.0,1.0,137.0,1,1,1,4.0,4.0,127.6,1,0,0,1,0,0,18,0.0,0,7.0,7,7.0,13.528571428571428,0.0,0.0,8.0,9.0,8,14.655555555555557,0,12.4,0.5,1.79,Graduate,Dublin,First Child,Evening Classes,Arts,No Special Needs
3539,1,1,1,9070.0,,1.0,,1,1,19,3.0,,134.9,1,0,0,1,1,0,20,,0,6.0,7,6.0,13.666666666666666,,0.0,,,6,,1,16.2,,-0.92,Graduate,,,Evening Classes,Commerce,
2240,1,39,1,9254.0,1.0,1.0,,1,3,1,3.0,4.0,122.3,0,0,0,1,1,0,28,0.0,0,6.0,10,6.0,13.0,,0.0,6.0,8.0,5,12.2,0,13.9,-0.3,0.79,Graduate,Stockholm,,Online,Science,
1938,1,39,1,9085.0,1.0,1.0,,1,19,19,4.0,10.0,100.0,0,0,0,1,0,0,24,0.0,1,6.0,11,5.0,13.0,,1.0,6.0,12.0,1,12.0,0,13.9,-0.3,0.79,Dropout,Vienna,,Evening Classes,Commerce,
2810,1,1,1,9853.0,1.0,1.0,,1,38,37,9.0,9.0,124.9,0,0,0,1,0,1,19,0.0,0,6.0,6,6.0,12.5,,0.0,6.0,6.0,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate,,,Evening Classes,Engineering,
1726,1,43,1,9238.0,1.0,1.0,,1,34,34,99.0,99.0,131.9,0,0,0,1,0,1,29,0.0,9,16.0,17,16.0,12.588235294117649,,10.0,13.0,14.0,13,13.357142857142858,0,9.4,-0.8,-3.12,Graduate,Brussels,,Part-Time,Arts,
1972,1,17,2,9670.0,1.0,,,1,19,19,,4.0,129.4,0,0,0,1,0,1,19,,0,6.0,7,,,,0.0,6.0,10.0,5,13.125,0,10.8,1.4,1.74,Dropout,,,Evening Classes,Science,
836,1,17,3,9119.0,1.0,,,1,3,3,,4.0,125.4,1,1,0,1,1,0,19,,0,5.0,10,,,0.0,0.0,5.0,9.0,4,10.75,0,8.9,1.4,3.51,Dropout,,,Part-Time,Commerce,Special Needs
2176,1,1,4,9070.0,1.0,1.0,167.0,1,1,1,7.0,3.0,158.3,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,15.166666666666666,0.0,0.0,6.0,6.0,6,14.166666666666666,0,15.5,2.8,-4.06,Graduate,London,Youngest Child,Evening Classes,Engineering,No Special Needs
3516,1,17,1,171.0,1.0,1.0,123.0,1,3,12,2.0,9.0,116.4,1,0,1,1,1,0,19,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Dublin,Middle Child,Evening Classes,Medicine,No Special Needs
2920,1,1,1,171.0,1.0,1.0,162.0,1,19,19,4.0,7.0,152.9,1,0,0,1,0,1,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12.4,0.5,1.79,Graduate,Copenhagen,First Child,Evening Classes,Arts,Special Needs
3036,1,1,2,9500.0,1.0,1.0,,1,3,3,2.0,2.0,123.0,1,0,0,0,0,0,19,0.0,0,7.0,0,0.0,0.0,,0.0,8.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Lisbon,,Evening Classes,Science,
3850,1,43,1,9991.0,0.0,1.0,,1,37,19,9.0,9.0,107.0,0,0,0,0,1,0,47,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Paris,,Part-Time,Commerce,
3347,1,39,1,9147.0,1.0,12.0,133.1,1,37,37,9.0,9.0,140.0,0,0,0,1,1,0,29,0.0,0,5.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Copenhagen,Middle Child,Part-Time,Arts,Special Needs
1582,1,43,1,,0.0,1.0,,1,19,37,3.0,9.0,100.0,0,0,0,1,0,0,34,0.0,0,,9,0.0,,,,5.0,10.0,1,11.0,0,13.9,-0.3,0.79,Dropout,Dublin,,Online,Engineering,
1952,1,1,1,171.0,1.0,1.0,138.0,1,19,37,7.0,7.0,124.0,1,0,0,0,0,0,19,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Oslo,First Child,Part-Time,Arts,No Special Needs
1070,1,1,1,9500.0,1.0,1.0,,1,1,1,4.0,4.0,123.5,1,0,0,1,0,1,19,0.0,0,8.0,8,8.0,14.75,,0.0,8.0,8.0,8,14.75,0,9.4,-0.8,-3.12,Graduate,Brussels,,Part-Time,Medicine,
4256,1,39,1,9500.0,1.0,1.0,,1,1,19,4.0,8.0,122.0,0,0,0,1,0,0,24,0.0,0,8.0,8,7.0,12.412857142857144,,0.0,8.0,8.0,7,12.412857142857144,0,10.8,1.4,1.74,Graduate,,,Part-Time,Science,
1283,1,1,1,9119.0,,1.0,,1,19,19,4.0,,171.2,0,0,0,1,1,1,18,,0,5.0,6,5.0,17.333333333333332,,0.0,,,5,,0,12.4,,1.79,Graduate,,,Part-Time,Medicine,
3196,1,42,1,9003.0,1.0,1.0,,1,1,3,4.0,2.0,140.0,1,0,0,1,1,0,23,0.0,0,6.0,14,5.0,12.0,,0.0,6.0,12.0,5,12.142857142857142,0,15.5,2.8,-4.06,Enrolled,Zurich,,Part-Time,Arts,
2926,1,44,1,8014.0,0.0,39.0,140.0,1,1,3,4.0,6.0,139.2,0,0,1,1,0,0,20,0.0,3,6.0,6,6.0,13.833333333333334,0.0,2.0,6.0,7.0,6,14.571428571428571,0,12.4,0.5,1.79,Graduate,Prague,First Child,Full-Time,Commerce,Special Needs
4207,1,1,1,9500.0,1.0,1.0,,1,38,37,7.0,8.0,147.9,0,0,0,1,0,1,18,0.0,0,7.0,7,7.0,14.652857142857142,,0.0,8.0,9.0,8,14.755555555555556,0,12.4,0.5,1.79,Graduate,Athens,,Online,Medicine,
3530,1,1,3,9670.0,1.0,1.0,106.0,1,3,1,2.0,3.0,105.7,1,0,0,1,1,0,19,0.0,0,6.0,6,6.0,13.333333333333334,0.0,0.0,6.0,9.0,5,13.8,0,8.9,1.4,3.51,Graduate,Amsterdam,Youngest Child,Full-Time,Medicine,Special Needs
3626,1,17,1,8014.0,0.0,1.0,,1,34,34,0.0,0.0,112.4,1,0,0,1,0,0,26,0.0,4,7.0,15,7.0,11.571428571428571,,2.0,6.0,14.0,2,11.0,0,7.6,2.6,0.32,Dropout,Kyiv,,Part-Time,Engineering,
2518,1,17,1,9254.0,1.0,,,1,19,39,,4.0,141.7,0,0,0,1,0,1,18,,0,6.0,8,,,0.0,0.0,6.0,6.0,6,13.0,0,13.9,-0.3,0.79,Graduate,,,Evening Classes,Science,No Special Needs
1326,1,1,1,9085.0,1.0,1.0,101.0,1,1,37,4.0,9.0,98.9,1,0,0,1,0,0,21,0.0,0,6.0,12,4.0,12.5,0.0,0.0,6.0,13.0,2,12.666666666666666,0,11.1,0.6,2.02,Enrolled,Prague,Middle Child,Evening Classes,Commerce,Special Needs
1691,1,18,3,9070.0,1.0,1.0,142.0,1,1,37,4.0,7.0,130.8,1,0,0,0,1,0,19,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Venice,Middle Child,Online,Medicine,No Special Needs
3704,1,18,2,9670.0,1.0,1.0,,1,37,38,4.0,1.0,111.9,1,0,0,1,1,0,19,0.0,0,6.0,6,6.0,14.166666666666666,,0.0,6.0,6.0,6,14.0,0,13.9,-0.3,0.79,Graduate,Lisbon,,Online,Engineering,
2673,2,39,1,9991.0,,1.0,,1,34,34,99.0,,114.3,0,0,0,1,1,0,40,,0,5.0,9,3.0,11.0,,0.0,,,4,,1,7.6,,0.32,Enrolled,,,Part-Time,Science,
2715,1,1,5,9500.0,1.0,1.0,101.0,1,38,38,9.0,9.0,104.5,1,0,0,1,0,1,21,0.0,0,7.0,9,5.0,13.336000000000002,0.0,0.0,8.0,9.0,7,13.207142857142856,0,11.1,0.6,2.02,Graduate,Sofia,Middle Child,Full-Time,Arts,Special Needs
1651,1,1,3,9500.0,1.0,1.0,142.0,1,1,1,4.0,7.0,131.0,1,0,0,1,0,0,18,0.0,0,8.0,8,7.0,14.7,0.0,0.0,8.0,8.0,7,14.7,0,10.8,1.4,1.74,Graduate,Dublin,Middle Child,Online,Arts,No Special Needs
3134,1,17,1,,1.0,1.0,,1,2,38,2.0,10.0,135.4,1,0,0,1,0,0,18,0.0,0,,9,7.0,,,,8.0,15.0,5,13.2,0,13.9,-0.3,0.79,Enrolled,Prague,,Full-Time,Engineering,
3488,1,39,1,9130.0,1.0,1.0,150.0,1,1,1,4.0,10.0,110.0,0,0,1,1,1,0,24,0.0,0,5.0,13,2.0,12.5,2.0,0.0,5.0,8.0,3,12.333333333333334,0,9.4,-0.8,-3.12,Dropout,Rome,First Child,Full-Time,Medicine,Special Needs
2157,1,44,1,,1.0,39.0,160.0,1,37,19,9.0,10.0,160.0,1,0,0,1,0,0,22,0.0,1,,13,6.0,,0.0,,6.0,7.0,6,13.142857142857142,0,16.2,0.3,-0.92,Graduate,Warsaw,Middle Child,Online,Science,No Special Needs
2059,1,44,1,9085.0,1.0,39.0,,1,38,37,4.0,10.0,140.0,0,0,1,0,0,0,20,0.0,1,6.0,13,4.0,13.0,,1.0,6.0,11.0,5,12.0,0,16.2,0.3,-0.92,Dropout,Saint Petersburg,,Evening Classes,Engineering,
1871,1,1,6,9500.0,1.0,1.0,119.0,1,1,1,4.0,4.0,115.0,1,0,0,1,1,1,20,0.0,0,7.0,14,1.0,13.0,0.0,0.0,7.0,15.0,0,0.0,0,11.1,0.6,2.02,Dropout,Dublin,Middle Child,Full-Time,Engineering,Special Needs
1886,1,44,1,,1.0,39.0,160.0,1,37,37,9.0,7.0,160.0,1,0,0,0,1,0,30,0.0,4,,18,6.0,,0.0,,8.0,21.0,4,11.0,0,15.5,2.8,-4.06,Dropout,Amsterdam,Middle Child,Online,Engineering,No Special Needs
1373,1,1,1,9773.0,1.0,1.0,,1,1,38,3.0,5.0,128.6,1,0,0,1,1,0,19,0.0,0,6.0,8,5.0,12.0,,0.0,6.0,8.0,5,12.4,0,9.4,-0.8,-3.12,Graduate,Athens,,Evening Classes,Medicine,
3761,1,7,1,9238.0,1.0,3.0,130.0,1,1,1,4.0,10.0,125.1,0,0,1,0,0,0,27,0.0,0,6.0,8,0.0,0.0,0.0,0.0,5.0,6.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Amsterdam,Youngest Child,Part-Time,Arts,No Special Needs
4311,1,1,6,9119.0,1.0,1.0,,1,2,1,3.0,5.0,123.5,1,0,0,1,1,0,18,0.0,0,5.0,10,0.0,0.0,,0.0,5.0,10.0,1,10.0,3,7.6,2.6,0.32,Enrolled,Zurich,,Part-Time,Commerce,
1814,1,18,1,9070.0,1.0,1.0,,1,1,37,4.0,7.0,127.9,1,0,0,1,1,0,20,0.0,0,6.0,6,0.0,0.0,,0.0,6.0,6.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Copenhagen,,Full-Time,Arts,
867,1,39,1,9119.0,1.0,19.0,,1,37,38,3.0,7.0,96.7,0,0,0,1,1,1,29,0.0,0,5.0,6,0.0,0.0,,0.0,5.0,7.0,0,0.0,0,12.4,0.5,1.79,Dropout,Istanbul,,Full-Time,Medicine,
926,1,7,1,9085.0,1.0,3.0,,1,19,20,4.0,90.0,140.0,1,0,0,1,0,0,32,0.0,0,5.0,8,1.0,14.0,,0.0,5.0,12.0,0,0.0,4,10.8,1.4,1.74,Dropout,Stockholm,,Full-Time,Arts,
3819,1,39,1,9254.0,1.0,1.0,100.0,1,3,19,3.0,5.0,115.0,0,0,0,0,1,0,24,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,11.1,0.6,2.02,Dropout,Athens,First Child,Full-Time,Commerce,Special Needs
997,1,44,1,9085.0,1.0,39.0,,6,19,1,6.0,4.0,130.0,1,0,0,1,0,0,22,1.0,0,6.0,12,5.0,12.8,,0.0,6.0,19.0,2,11.5,0,12.4,0.5,1.79,Enrolled,Budapest,,Full-Time,Science,
1337,1,17,1,9147.0,1.0,1.0,,1,37,37,9.0,6.0,142.8,1,0,1,0,0,1,19,0.0,0,5.0,5,5.0,12.8,,0.0,5.0,5.0,4,12.0,0,11.1,0.6,2.02,Enrolled,Sofia,,Full-Time,Science,
3625,1,1,1,9238.0,1.0,,,1,19,38,,5.0,121.0,0,0,0,1,0,0,20,,0,6.0,13,,,0.0,0.0,6.0,13.0,1,13.0,0,9.4,-0.8,-3.12,Enrolled,,,Online,Medicine,No Special Needs
1099,1,1,2,9500.0,1.0,1.0,133.0,1,19,37,1.0,9.0,128.5,1,0,0,1,0,1,19,0.0,0,8.0,8,8.0,14.07125,0.0,0.0,8.0,8.0,8,14.07125,0,9.4,-0.8,-3.12,Graduate,Copenhagen,Middle Child,Full-Time,Medicine,Special Needs
1132,1,1,1,9147.0,1.0,1.0,,1,37,37,194.0,171.0,131.0,1,0,0,1,0,0,19,0.0,0,5.0,9,4.0,11.0,,0.0,5.0,8.0,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,Stockholm,,Evening Classes,Science,
1964,1,17,1,9085.0,1.0,1.0,,1,1,3,4.0,1.0,129.3,1,0,0,1,0,0,19,0.0,0,5.0,10,4.0,11.25,,0.0,5.0,10.0,3,10.333333333333334,0,12.7,3.7,-1.7,Graduate,Berlin,,Online,Arts,
2144,2,39,1,8014.0,0.0,12.0,110.0,1,37,37,7.0,9.0,120.0,0,0,0,1,0,0,42,0.0,0,6.0,6,6.0,11.666666666666666,0.0,0.0,6.0,6.0,6,13.666666666666666,0,10.8,1.4,1.74,Graduate,Venice,First Child,Online,Arts,No Special Needs
210,1,1,2,9500.0,1.0,1.0,131.0,1,38,1,7.0,4.0,128.3,1,0,0,1,0,1,18,0.0,0,8.0,8,7.0,12.642857142857142,0.0,0.0,8.0,8.0,7,12.642857142857142,0,12.7,3.7,-1.7,Graduate,Madrid,First Child,Part-Time,Science,Special Needs
3382,1,17,1,9238.0,1.0,1.0,,1,37,38,9.0,8.0,134.2,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,15.166666666666666,,0.0,6.0,7.0,6,14.142857142857142,0,11.1,0.6,2.02,Graduate,Venice,,Evening Classes,Engineering,
2238,1,39,1,9130.0,1.0,1.0,130.0,1,19,1,191.0,144.0,110.0,0,0,0,1,1,0,24,0.0,0,6.0,11,6.0,11.333333333333334,0.0,0.0,6.0,12.0,3,11.333333333333334,0,16.2,0.3,-0.92,Enrolled,Bucharest,First Child,Full-Time,Science,Special Needs
